application_id,discovered_at,company,sector,role,role_family,role_type,geography,logistics_status,channel,screening_decision,screening_reason,submitted_at,stage,status,status_updated_at,contact_person,fit_score,fit_label,notes,cv_file,cover_letter_file,source
app-20260719-happyrobot-forward-deployed-engineer-singapore-1df60a48,2026-07-19,HappyRobot,AI workforces / voice-email-enterprise automation,Forward Deployed Engineer - Singapore,forward_deployed,Full-time Remote Singapore,,,Ashby,qualified,,2026-07-19,closed,REJECTED 2026-07-31,2026-07-31,,86,Strong,"SUBMITTED via Ashby. Confirmation displayed: Success - Your application was successfully submitted. Strong match: AI workforce orchestration across voice/email/enterprise systems, customer onboarding, React/TypeScript/Node/Python full-stack, APIs/integrations, LLM prompting/tuning, voice-agent workflow tooling, evals, traces, and founder-level ownership. Form values: name/email, +372 phone, LinkedIn, CV uploaded, legally authorized to work in Singapore No, sponsorship required Yes, office availability Yes but relocation needed, open to travel Yes, custom right-hire answer saved. Gmail rejection received 2026-07-31 00:00 from HappyRobot Hiring Team via Ashby: after careful review they will not move forward with the Forward Deployed Engineer - Singapore application. No feedback given. [INFERENCE] The Singapore work-authorization No + sponsorship-required Yes answers are the most likely filter, not skills - fit was 86/100 on voice/email AI workforce orchestration. Reapply only to a HappyRobot EMEA/remote-Europe FDE opening.",cv/main_happyrobot_fde_singapore.pdf,documents/happyrobot_fde_singapore_application_answers.md,https://jobs.ashbyhq.com/happyrobot.ai/138134f5-5f42-4e51-9b8d-b832454fc2b7/application
app-20260719-keyrus-group-forward-deployed-ai-engineer-81af828f,2026-07-19,Keyrus Group,Global consulting / architected intelligence / enterprise GenAI,Forward Deployed AI Engineer,forward_deployed,Full-time Fully Remote Multi-location,,,Teamtailor,qualified,,2026-07-19,submitted,SUBMITTED 2026-07-19,2026-07-19,,92,Strong,"SUBMITTED via Teamtailor. Confirmation page displayed: Thanks for applying - We have received your application and we will be reviewing it shortly. Strong match: production GenAI/RAG/agentic workflows, client workshops, data access scoping, measurable outcomes, governance, adoption, LLMOps, Docker/Git/CI/CD, AWS/GCP/Azure cloud deployments, Python/TypeScript/Node, APIs/integrations, and reusable delivery patterns. Form values: legal authorization where applying from Yes, locations selected London/Lisbon/Dubai/Singapore, name/email/+372 phone, tailored CV uploaded, cover note submitted.",cv/main_keyrus_forward_deployed_ai_engineer.pdf,documents/keyrus_forward_deployed_ai_engineer_cover_note.md,https://jobs.keyrus.com/jobs/8089589-forward-deployed-ai-engineer/applications/new
app-20260719-taktile-senior-forward-deployed-engineer-b405ff5e,2026-07-19,Taktile,Agentic decision platform / financial services risk automation,Senior Forward Deployed Engineer,forward_deployed,Full-time Hybrid Berlin/London,,,Ashby,qualified,,2026-07-19,closed,REJECTED 2026-08-21,2026-08-21,,89,Strong,"SUBMITTED via Ashby. Confirmation displayed: Success - Your application was successfully submitted. Strong match: agentic decision platform for banks/insurance, production AI deployments, Python/SQL/REST, customer stakeholder alignment, reusable FDE best practices, fintech background via Zing/Monese, secure/regulatory context, evals, traces, rollout checks, and founder-level delivery ownership. Form values: name/email/+372 phone, tailored CV uploaded, LinkedIn URL, location Tallinn/Harju/Estonia, willing to relocate Yes, visa sponsorship Yes, ideal start ASAP. Gmail acknowledgement received 2026-07-19 16:16 from Taktile Talent Team via Ashby: application received, team reviewing each submission, review may take time and they will reach out with news. Gmail rejection received 2026-08-21: Taktile chose other candidates for the Senior Forward Deployed Engineer US role, will keep the application on file, and may contact Fathin about a better-matched opening. The rejection's US title indicates a location/title mismatch with the Berlin/London posting recorded here.",cv/main_taktile_senior_fde.pdf,,https://jobs.ashbyhq.com/taktile/4c2c4d14-0fc2-46d8-8cf2-1279d1a6caf6/application
app-20260719-lobby-founding-engineer-applied-ai-systems-f98a6832,2026-07-19,Lobby,AI-native travel booking orchestration / applied agents,Founding Engineer [Applied AI & Systems],applied_ai,Zurich HQ / Remote Europe,,,Direct email,qualified,,2026-07-19,closed,REJECTED 2026-07-20,2026-07-20,careers@lobbyai.io,94,Strong,"Rejected by Romy Abbrederis on 2026-07-20: background in AI and document automation was described as impressive, but profile does not exactly match what Lobby is looking for at this time. Direct email application had highlighted BackToBirth.ai 95.8% F1 regulated document automation, agent infrastructure, workflow tooling, remote Europe, and openness to Zurich. Reapply only if they open a more document-AI/workflow/evals-heavy applied role. Metric correction (2026-08-10): the earlier application wording ""95.8% F1 across 141 documents"" used the wrong denominator and omitted provenance. Verified published result: 95.79% field-level F1 on 87 evaluated documents; self-reported against model-derived annotations, with 47.13% exact-form accuracy and 3.03% false-accept rate.",cv/main_lobby_founding_ai_engineer.pdf,documents/lobby_founding_ai_engineer_email_body.md,https://joinup.ch/job/founding-engineer-applied-ai-systems]-bd8ef63b-de6f-46ae-922c-598c9f9e1cc3-10121
app-20260719-luma-ai-forward-deployed-engineer-eu-f38012b2,2026-07-19,Luma AI,Multimodal foundation model lab / customer-embedded production AI,Forward Deployed Engineer (EU),forward_deployed,"Full-time hybrid, Munich, Germany",,,Ashby / Luma Careers,qualified,,2026-07-19,submitted,SUBMITTED - CONFIRMED ON PAGE 2026-08-17,2026-08-17,,96,Strong,"SUBMITTED through Luma's live Ashby Munich posting on 2026-08-17. Confirmation page displayed ""Your application was successfully submitted. We'll contact you if there are next steps."" Form values: Fathin Dosunmu, Tallinn/Harju/Estonia, +372 phone, LinkedIn, fathin.ee portfolio, willing to relocate Yes, source LinkedIn. Tailored CV cv/main_luma_fde_eu.pdf uploaded. Optional diversity questions were left blank. The current form did not request a cover letter, so the prepared cover note was not submitted. The old Gem URL returned 404 and was replaced by the current official Luma Careers/Ashby Munich requisition.",cv/main_luma_fde_eu.pdf,,https://jobs.ashbyhq.com/lumaai/4c842e7b-c07b-4d48-b677-2aa68b489852/application
app-20260719-stackfix-founding-applied-ai-engineer-aee63dcf,2026-07-19,Stackfix,AI transformation layer for real businesses / frontier AI deployments,Founding Applied AI Engineer,applied_ai,Full-time London,,,Jack & Jill,pending,,,closed,CLOSED - NO LONGER HIRING,2026-07-19,,88,Strong if reopened,"Official Jack & Jill page says this job is no longer actively hiring and only points candidates to Jack for similar roles. No application submitted. Strong thematic fit if reopened: production AI systems for PE funds/manufacturers/logistics, client calls/site visits, high-agency founding engineer, real transactions, frontier model tooling, business operations curiosity, full-stack delivery, BackToBirth.ai regulated workflow automation, eval harnesses and founder-level ownership. Blocker: London-based/in-person and role closed.",,,https://www.jackandjill.ai/jobs/engineer/founding-applied-ai-engineer-100k-120k-equity-at-stackfix-bc65a6a3-5574-4de4-bfab-8fecbf5cb247
app-20260719-enjins-forward-deployed-ai-engineer-0fef658d,2026-07-19,Enjins,Climate-tech / AI engineering consultancy,Forward Deployed AI Engineer,forward_deployed,Full-time Hybrid Utrecht,,,Workable,rejected,,,prospect,LOW PRIORITY - NOT APPLIED,2026-07-19,,82,Good,"Official Workable posting inspected. Good technical match: production ML/AI systems, data pipelines, embedded client-team delivery, MLOps/LLMOps, AI engineering from architecture to implementation. Deprioritized because salary range €3.8k-€4.8k/month is materially below target compensation and Netherlands work eligibility/relocation would need checking; better ROI to focus on higher-paying FDE/founding roles.",,,https://apply.workable.com/enjins/j/BD324C70EC/
app-20260719-adria-solutions-ltd-founding-ai-engineer-31655ffb,2026-07-19,Adria Solutions Ltd,Recruiter for venture-backed fintech AI function,Founding AI Engineer,applied_ai,Full-time Manchester/UK,,,LinkedIn / recruiter,rejected,,,prospect,MANUAL APPLY - LINKEDIN SIGN-IN REQUIRED,2026-07-19,,86,Good,"Attempted via LinkedIn public job page. Clicking Apply redirected to LinkedIn signup/login at /signup/cold-join with guest-to-member-job-apply enabled; no application submitted because browser is not authenticated. Manual LinkedIn Easy Apply required. Still has UK work-auth/sponsorship risk and Manchester location. Previous triage: LinkedIn detail inspected. Strong technical fit: zero-to-one production AI applications, agentic workflows, RAG/vector systems, eval/observability/governance, Python, future Head of AI path, founder-facing ownership. Deprioritized because it is an anonymized recruiter role in Manchester with medium-high UK work authorization/sponsorship risk and no direct apply URL; lower ROI than direct remote/frontier FDE targets.",,,https://uk.linkedin.com/jobs/view/founding-ai-engineer-at-adria-solutions-ltd-4432615083
app-20260719-baseten-forward-deployed-engineer-edb3041c,2026-07-19,Baseten,AI inference infrastructure / production ML platform,Forward Deployed Engineer,forward_deployed,Full-time New York,,,Ashby,rejected,,,prospect,LOW PRIORITY - NOT APPLIED,2026-07-19,,86,Strong but blocked,"Official Ashby posting inspected. Excellent role fit: customer-embedded production AI, model deployment, Python, evaluation-to-monitoring ownership, latency/cost/quality outcomes, and FDE product/customer mix. Deprioritized because location is New York full-time with high likely US onsite/work-authorization blocker; compensation range $165K-$330K is attractive, but application ROI is poor without US authorization/sponsorship clarity.",,,https://jobs.ashbyhq.com/baseten/84c1801c-1a65-49fb-aaaa-beeafd530e7e
app-20260719-combinely-founding-ai-engineer-uk-81406fe7,2026-07-19,Combinely,YC accounting AI coworker / agentic workflow automation,Founding AI Engineer (UK),applied_ai,Full-time London in-person,,,Y Combinator,rejected,,,prospect,MANUAL APPLY - YC ACCOUNT REQUIRED,2026-07-19,,86,Strong but blocked,"Attempted via official YC Work at a Startup posting. Apply to role opens account.ycombinator.com signup/login for Work at a Startup application profile; no application submitted because creating/logging into a YC account requires the user. Manual YC apply required. Posting explicitly says London 5 days/week and authorized to work in the UK. Previous triage: Official YC posting inspected. Strong technical/product fit: agentic AI systems that use tools, customer workflow discovery, production LLM products, TypeScript/Python, outcome ownership, and early-stage company building. Deprioritized because posting explicitly requires London in-person 5 days/week and UK work authorization; candidate currently has EEA authorization and needs UK sponsorship. Salary/equity listed: £75K-£130K GBP plus 1%-2% equity.",,,https://www.ycombinator.com/companies/combinely/jobs/xzHRzLw-founding-ai-engineer-uk
app-20260719-openhuman-jack-jill-founding-ai-engineer-equity-00d68851,2026-07-19,OpenHuman / Jack & Jill,Decision intelligence / auditable agentic forecasting platform,Founding AI Engineer (+ Equity),applied_ai,Full-time London,,,LinkedIn / Jack & Jill,rejected,,,prospect,MANUAL APPLY - JACK CALL REQUIRED,2026-07-19,,86,Strong but gated,"Posting inspected. It says the next step is to speak to Jack and Jill will select candidates from Jack’s network; no direct application form available from the public posting. Manual Jack & Jill profile/call required. Still London-based with UK work-auth/sponsorship risk and undisclosed salary. Previous triage: LinkedIn posting inspected. Strong niche fit: auditable LLM and agentic workflows, reasoning under uncertainty, evaluation/tracing/replay frameworks, calibration, Python, and startup ambiguity. Deprioritized because application path requires speaking to Jack/Jack & Jill network rather than a direct application, salary is undisclosed, location is London, and UK work authorization/sponsorship risk remains medium-high.",,,https://uk.linkedin.com/jobs/view/founding-ai-engineer-%2B-equity-at-openhuman-at-jack-jill-4441775405
app-20260719-national-university-of-singapore-ai-engineer-ai-agents-and-platform-integration-b0195556,2026-07-19,National University of Singapore,Higher education / internal AI automation,"AI Engineer, AI Agents and Platform Integration",ai_platform,2-year Contract Singapore,,,LinkedIn / NUS careers,rejected,,,prospect,LOW PRIORITY - NOT APPLIED,2026-07-19,,86,Good,"LinkedIn detail inspected. Good technical match: AI agents, RAG/vector search, platform integrations, Python/API scripting, internal workflow automation, SaaS integrations, testing, documentation, Claude Code/Cursor/Copilot, LangChain/LlamaIndex/FastAPI/Next.js. Deprioritized because it is a 2-year Singapore campus contract in higher education with likely local work-pass friction and lower compensation ceiling than US/UK frontier FDE or premium contracting.",,,https://sg.linkedin.com/jobs/view/ai-engineer-ai-agents-and-platform-integration-at-national-university-of-singapore-4439828035
app-20260719-oho-group-founding-ai-engineer-early-stage-ai-start-up-london-2f8c28fa,2026-07-19,Oho Group,Recruiter for early-stage AI startup,Founding AI Engineer | Early Stage AI Start-Up | London,applied_ai,Full-time London,,,LinkedIn / Oho Group,rejected,,,prospect,MANUAL APPLY - LINKEDIN SIGN-IN REQUIRED,2026-07-19,,86,Good,"Attempted via LinkedIn public job page. Apply path redirected to LinkedIn signup/login with guest-to-member-job-apply enabled; no application submitted because browser is not authenticated. Manual LinkedIn Easy Apply required. Still anonymized recruiter role in London with UK work-auth/sponsorship risk. Previous triage: LinkedIn detail and Oho board signals inspected. Good fit: first technical hire, production LLM systems, Python, zero-to-one AI systems, founder collaboration, high ownership, meaningful equity. Deprioritized because it is an anonymized recruiter role in London with medium-high UK work authorization/sponsorship risk and less direct company visibility than stronger FDE/frontier targets.",,,https://uk.linkedin.com/jobs/view/founding-ai-engineer-early-stage-ai-start-up-london-at-oho-group-4441328102
app-20260719-remote-senior-forward-deployed-engineer-remote-build-416d8f3e,2026-07-19,Remote,Global employment platform / AI automation,Senior Forward Deployed Engineer (Remote Build),forward_deployed,Full-time Remote-NORAM,,,Greenhouse,qualified,,2026-07-19,closed,REJECTED 2026-07-22,2026-07-22,,90,Strong,"SUBMITTED via Greenhouse. Confirmation page displayed: Thank you - Thank you for applying for this job. Tailored resume text submitted through the Greenhouse application path; PDF artifact saved for follow-up. Strong match: Remote Build/FDE ownership, messy HR/payroll/finance/IT/identity workflows, production AI integrations, evals, observability, security, reusable delivery patterns, async customer outcomes, and 10% customer travel. Form values: name/email/+372 phone, located Estonia, eligible to work from Estonia as citizen/permanent-resident option, no non-compete, source LinkedIn job posting, pronouns he/him, BrightHire consent Yes, previously hired through Remote No, prior Remote email N/A, multiple programming languages Yes, production/customer AI workflows Yes, customer-facing technical ownership Yes, travel Yes, tailored long-form answers saved. Gmail rejection received 2026-07-22 from Remote Recruiting Team: they will not proceed for Senior Forward Deployed Engineer (Remote Build); reason given was high application volume and candidates matching immediate business needs more closely. Original fit remains strong, but reapply only to closer Remote Build/FDE/AI-automation openings or with stronger HR/payroll platform proof.",cv/main_remote_senior_fde_remote_build.pdf,documents/remote_senior_fde_remote_build_application_answers.md,https://job-boards.greenhouse.io/remotecom/jobs/7774935003
app-20260719-unknown-unknown-greenhouse-job-id-7759694-493cc408,2026-07-19,Unknown,Unknown,Unknown Greenhouse job ID 7759694,other,Unknown,,,Greenhouse,pending,,,prospect,UNRESOLVABLE - COMPANY SLUG REQUIRED,2026-07-19,,,,"User supplied bare URL https://greenhouse.io/jobs/7759694. This is not a valid Greenhouse job-board URL and returned 404. Searched web for job ID, checked local repo for 7759694, tried Greenhouse/job-boards API variants; no company or board slug found. Greenhouse public job pages require company board slug, e.g. https://boards.greenhouse.io/{company}/jobs/7759694 or https://job-boards.greenhouse.io/{company}/jobs/7759694. Need full URL or company name before evaluating/applying.",,,https://greenhouse.io/jobs/7759694
app-20260719-sable-product-engineer-d661534a,2026-07-19,Sable,AI employee / realtime browser-use and voice product,Product Engineer,other,Full-time On-site San Francisco,,,Ashby,qualified,,2026-07-19,submitted,SUBMITTED 2026-07-19,2026-07-19,,92,Strong with logistics risk,"SUBMITTED via Ashby. Confirmation page displayed: Success - Your application was successfully submitted. Targeted Product Engineer as strongest Sable board fit: customer-facing AI platform surfaces, Brain editing, journey building, session analytics/insights, AI employee configuration, deployment-team feedback loops, non-technical operator UX, full-stack product ownership, evals/traces, and secure rollout patterns. Major logistics risk: San Francisco on-site and likely US work authorization/sponsorship required.",cv/main_sable_product_engineer.pdf,documents/sable_product_engineer_application_answers.md,https://jobs.ashbyhq.com/sable/8725ab5e-473d-491d-b43a-60cb01bdc6f9/application
app-20260720-grasp-ai-engineer-f77f9382,2026-07-20,Grasp,Financial intelligence / vertical agentic AI,AI Engineer,applied_ai,Full-time In-person Stockholm,,,Teamtailor,qualified,,2026-07-20,submitted,SUBMITTED 2026-07-20,2026-07-20,,90,Strong,"SUBMITTED via Teamtailor. Confirmation page displayed and Gmail confirmation received 2026-07-20 from Oscar Månsson: Thank you for applying for the AI Engineer role at Grasp; they will be in touch after review. Strong match: agentic workflows for finance research, retrieval/data pipelines, structured outputs, evals, domain-expert feedback loops, product iteration, and founder/operator execution. Logistics flag: Stockholm in-person; candidate is Tallinn-based and needs relocation/work-authorization discussion. Form values: name/email/+372 phone, Tallinn location, LinkedIn, CV uploaded, selected agentic workflow/retrieval/high-performance systems interests, cookies accepted.",cv/main_grasp_ai_engineer.pdf,documents/grasp_ai_engineer_application_answers.md,https://careers.grasp-ai.com/jobs/4477489-ai-engineer/applications/new
app-20260720-eqt-group-application-ai-cyber-security-engineer-eef4ec0f,2026-07-20,EQT Group,Application security / AI cyber security,Application & AI Cyber Security Engineer,ai_security,Full-time Stockholm,,,Greenhouse,qualified,,2026-07-20,submitted,SUBMITTED 2026-07-20,2026-07-20,,82,Strong strategic,"SUBMITTED via Greenhouse after email verification. Server accepted final application with HTTP 200 and JSON response {""goto"":null}; Gmail confirmation received 2026-07-20 from EQT recruitment: application received and will be reviewed. Strong strategic niche: AI security, application guardrails, appsec automation, RBAC/audit, SAST remediation, MCP/tool-risk controls, and secure business-user AI deployments. Honest gap: container security/admission-control/runtime-protection depth is adjacent rather than primary. Logistics flag: Stockholm role; Swedish work authorization/sponsorship needs honest discussion.",cv/main_eqt_application_ai_cyber_security.pdf,documents/eqt_application_ai_cyber_security_application_answers.md,https://job-boards.eu.greenhouse.io/eqtpartners/jobs/4917831101
app-20260720-tandem-health-ai-engineer-003fbe2a,2026-07-20,Tandem Health,Healthcare AI / clinical workflow automation,AI Engineer,applied_ai,Full-time Stockholm office,,,Ashby,qualified,,2026-07-20,closed,REJECTED 2026-08-05,2026-08-05,,86,Strong,"SUBMITTED via Ashby. Confirmation displayed: Success - Your application was successfully submitted. Strong match: production LLM product delivery, Python/TypeScript/React, evals, backend integrations, live user feedback loops, regulated workflow reliability, voice-agent/agent workflow experience, and founder/product ownership. Honest gaps: Kubernetes and healthcare domain are not primary CV evidence. Logistics flag: Stockholm office; candidate is Tallinn-based and needs Swedish authorization/relocation discussion. Email update: rejection received 2026-08-05 08:32 UTC from Tandem Health Talent Team (no-reply@ashbyhq.com), subject ""Update on Your Application @ Tandem Health"". Standard Ashby rejection - proceeding with other candidates for AI Engineer, no individual feedback, invited to watch future openings.",cv/main_tandem_ai_engineer.pdf,documents/tandem_ai_engineer_application_answers.md,https://jobs.ashbyhq.com/tandem-health/583fef4f-4417-40d9-a87e-e405180f71ce/application
app-20260720-legora-full-stack-engineer-fde-style-legal-ai-systems-d26ad368,2026-07-20,Legora,Legal AI / document intelligence,Full-Stack Engineer / FDE-style legal AI systems,other,Full-time Stockholm/customer-embedded,,,Legora careers,rejected,,,prospect,MANUAL APPLY - CAREERS URL UNRESOLVED,2026-07-20,,86,Strong but blocked,"Prepared package only. Retried 2026-07-21 in Chrome DevTools; careers.legora.com/jobs/5921389-full-stack-engineer still failed with net::ERR_NAME_NOT_RESOLVED from the current environment. The prepared package targets the closest legal-AI/full-stack lane. Manual action: open careers.legora.com/jobs from a normal browser/network and use the prepared CV if Full-Stack Engineer, Platform Engineer, or Forward Deployed Engineer is listed.",cv/main_legora_fullstack_engineer.pdf,documents/legora_fullstack_engineer_application_notes.md,https://careers.legora.com/jobs/5921389-full-stack-engineer
app-20260720-lovable-software-engineer-security-ai-code-781afa51,2026-07-20,Lovable,AI code security / developer tools,"Software Engineer, Security (AI Code)",ai_security,Full-time Stockholm,,,Ashby,qualified,,2026-07-20,closed,REJECTED 2026-07-25,2026-07-25,,84,Strategic,"SUBMITTED via Ashby through Lovable careers. Confirmation displayed: Success - Thank you for your interest in joining Lovable! Your application was received and we'll contact you if there are next steps. Form values: name/email/+372 phone, location Tallinn Harju Estonia, tailored CV main_lovable_security_ai_code.pdf, LinkedIn URL, legal right selected No, sponsorship/visa required Yes, earliest start ASAP/within 4 weeks subject to relocation and visa logistics, compensation market-competitive Stockholm plus equity/flexible, source LinkedIn, and custom answers on AI code security, 95.8% F1 regulated document automation, and honest static-analysis/Go/Rust gap. Gmail confirmation received 2026-07-21 from Lovable Hiring Team: application received for Software Engineer, Security (AI Code); AI may help structure/review applications, but hiring decisions are made by human recruiters. Gmail rejection received 2026-07-25 from Lovable Hiring Team: unfortunately there is not an ideal fit at this time and Lovable will not move forward; future opportunities via lovable.dev/careers. Metric correction (2026-08-10): the earlier application wording ""95.8% F1 across 141 documents"" used the wrong denominator and omitted provenance. Verified published result: 95.79% field-level F1 on 87 evaluated documents; self-reported against model-derived annotations, with 47.13% exact-form accuracy and 3.03% false-accept rate.",cv/main_lovable_security_ai_code.pdf,documents/lovable_security_ai_code_application_answers.md,https://jobs.ashbyhq.com/lovable/e27e931e-79f3-483a-b543-57e42633ac5c/application
app-20260701-digital-workforce-senior-ai-agent-developer-0e880ccf,2026-07-01,Digital Workforce,Enterprise automation / agentic AI,Senior AI Agent Developer,applied_ai,Full-time Helsinki priority / possible Tallinn B2B freelance fallback,,,Teamtailor,qualified,,2026-07-01,interview,INTRO CALL DONE - RATE SENT 2026-07-25 - NO REPLY (11 days),2026-07-25,Kamila Beckett,82,Strong but logistics-dependent,"Gmail confirmation from Teamtailor received 2026-07-01: Digital Workforce received the Senior AI Agent Developer application for Helsinki and will follow up after review. Interview invite received 2026-07-23 from Kamila Beckett; user sent availability reply 2026-07-23. Intro call happened 2026-07-24. Granola notes: DWF is an RPA consultancy founded 2015 in Finland, ~200 people across Helsinki/Poland/Sweden/UK/Ireland/US, stock-listed since 2021, now offering end-to-end automation and AI agents. Healthcare is long-term strategic focus; AI agents are currently most active in finance and insurance. Role constraint: originally full-time Helsinki employment; no Tallinn entity, so Fathin would need B2B freelance arrangement. DWF priority remains hiring a full-time Finland candidate first; freelancing remains open if that search fails. No active freelance project yet; interviewer said they would be in touch in roughly 3 weeks / mid-August 2026. Call evidence surfaced: LLMs since 2023, AI agent products shipped from scratch, aviation document/regulation/ERP agent with ~€60K grounding-fine risk example, freight logistics document-to-ERP extraction, personal productivity agent across Gmail/Slack/Calendar/meeting notes, fintech invoice extraction/tax automation exploration, Tallinn company available for B2B. Follow-up needed: send hourly rate to Kamila. Weak spots to patch in follow-up/future calls: give concrete B2B collaboration model, expand finance/insurance relevance beyond invoice extraction, do not self-undercut domain credibility, and clarify remote/Tallinn vs Helsinki relocation boundaries. Rate follow-up sent 2026-07-24 to Kamila: standard B2B €100/hour; committed engagement rate €90/hour for 30+ hours/week over six months or more; invoiced from CodesDevs OÜ with EU reverse-charge VAT where applicable and net 14 payment terms; can visit Helsinki onsite a few days/month for workshops, client sessions, or delivery kickoffs; travel costs at cost and travel time not billed; asked whether work would mostly be billable client delivery or a mix of client work and internal platform development. Email check 2026-08-05: the B2B rate email (""B2B rate- Senior AI Agent Developer"") was actually sent 2026-07-25 13:57, not 2026-07-24. No reply from Kamila Beckett or Digital Workforce since. Eleven days silent - chase or mark stalled.",,,https://www.digitalworkforce.com/careers
app-20260702-jobgether-ai-engineer-remote-international-a35902ca,2026-07-02,Jobgether,Remote AI jobs / aggregator,"AI Engineer (Remote, International)",applied_ai,Remote International,,,LinkedIn,qualified,,2026-07-02,submitted,SUBMITTED 2026-07-02,2026-07-02,,,UNRATED,"Gmail LinkedIn confirmation received 2026-07-02: application was sent to Jobgether for AI Engineer (Remote, International). Not originally in tracker; added from Gmail backfill. Treat as low-information aggregator lead until company/client and compensation are known.",,,https://www.linkedin.com/jobs/view/4433673265
app-20260702-turing-remote-software-engineer-fa442f34,2026-07-02,Turing,Remote software engineering / AI talent network,Remote Software Engineer,other,Remote,,,LinkedIn,pending,,,prospect,ACTION REQUIRED - UPDATE AVAILABILITY 2026-08-04,2026-08-04,,,UNRATED,"Gmail LinkedIn confirmation received 2026-07-02: application was sent to Turing for Remote Software Engineer. Not originally in tracker; added from Gmail backfill. Lower-priority/general SWE unless it maps to AI engineering, agent tooling, or high-rate contract work. Gmail action email received 2026-07-27 from Turing: update availability before it expires; choose Ready to interview if still pursuing Turing remote contract work. Email update: availability reminder re-sent 2026-08-04 07:00 UTC by Turing (noreply@turing.com), subject ""[Action Required]: Fathin, update your availability status and let U.S. companies know"". This is the third nudge (2026-07-17, 2026-07-27, 2026-08-04); availability status still not updated. Decide: set Ready to interview or let the profile lapse.",,,https://www.linkedin.com/jobs/view/4435179300
app-20260720-hcltech-ai-platform-engineer-devops-specialist-ba384d03,2026-07-20,HCLTech,Enterprise AI platform / DevOps,AI Platform Engineer / DevOps Specialist,ai_platform,Full-time Tallinn,,,LinkedIn,qualified,,2026-07-20,submitted,SUBMITTED 2026-07-20 - VIEWED 2026-07-23,2026-07-23,,,UNRATED,"Gmail LinkedIn confirmation received 2026-07-20: application was sent to HCLTech for AI Platform Engineer / DevOps Specialist in Tallinn. Not originally in tracker; added from Gmail backfill. Potential local/logistics fit, but evaluate compensation and role depth before prioritizing. Email update: LinkedIn notification received 2026-07-23 that HCLTech viewed the application.",,,https://www.linkedin.com/jobs/view/4440178186
app-20260720-m-files-ai-native-engineer-agentic-development-d91ba209,2026-07-20,M-Files,Document management / agentic development,AI Native Engineer (Agentic Development),applied_ai,Full-time hybrid Finland,,,LinkedIn,rejected,,,prospect,LOW PRIORITY - NOT APPLIED (FINLAND AUTH BLOCKER),2026-07-20,,,UNRATED - TECHNICALLY STRONG,"Public LinkedIn detail fetched 2026-07-21. Technical fit is strong: AI-native/agentic development, executable specifications, autonomous testing, RAG/tool-calling/multi-agent systems, governance, observability, and document-management workflows. Hard logistics fail: posting says hybrid within Finland only, candidates must currently be located in Finland, must already hold valid Finnish residency/work authorization, and M-Files cannot offer relocation support. Do not apply unless Finnish work authorization/location changes or a remote/EU version opens.",,,https://www.linkedin.com/jobs/view/4431656747
